Time,Predicted,Actual
12:07:21 AM,17.88178063,17.86420693
12:07:22 AM,18.30025108,17.86868012
12:07:23 AM,17.94922532,17.87127635
12:07:24 AM,18.12713372,17.92859145
12:07:25 AM,18.2827289,17.93047193
12:07:26 AM,18.03448466,17.932108
12:07:27 AM,17.87877727,17.93480024
12:07:28 AM,18.27605581,17.93769336
12:07:29 AM,18.5908361,17.85052519
12:07:30 AM,17.82524866,17.8532291
12:07:31 AM,17.86241009,17.85480478
12:07:32 AM,17.83518974,17.85864831
12:07:33 AM,17.82325599,17.85859917
12:07:34 AM,18.02911781,17.92037737
12:07:35 AM,18.03661144,17.91684927
12:07:36 AM,17.91929457,17.91834291
12:07:37 AM,17.98998074,17.92017478
12:07:38 AM,18.82775549,17.92196454
12:07:39 AM,18.09366727,17.92570636
12:07:40 AM,17.92464862,17.92777377
12:07:41 AM,18.05312226,17.93024098
12:07:42 AM,17.93422972,17.93386939
12:07:43 AM,17.89883372,17.93899572
12:07:44 AM,17.79586217,17.74657253
12:07:45 AM,17.78911819,17.75149836
12:07:46 AM,17.83775758,17.75743005
12:07:47 AM,17.90701656,17.76321897
12:07:48 AM,18.07379833,17.76876915
12:07:49 AM,17.91826487,17.91995818
12:07:50 AM,18.05109377,17.92590341
12:07:51 AM,18.08952863,17.94206099
12:07:52 AM,18.18220684,17.9577871
12:07:53 AM,19.28172515,17.98043544
12:07:54 AM,17.9834787,17.8318422
12:07:55 AM,18.01717592,17.88223196
12:07:56 AM,17.9092317,17.92752181
12:07:57 AM,17.9697432,17.97831056
12:07:58 AM,17.95511583,18.03440291
12:07:59 AM,18.10037622,18.27438277
12:08:00 AM,18.22704922,18.37062255
12:08:01 AM,18.4996221,18.50930346
12:08:02 AM,18.55178494,18.65038738
12:08:03 AM,18.6427543,18.74893392
12:08:04 AM,18.08540768,18.79873591
12:08:05 AM,18.60889319,18.92904043
12:08:06 AM,18.62049524,19.03828077
12:08:07 AM,18.52296498,19.15153522
12:08:08 AM,18.73696442,19.25464914
12:08:09 AM,19.2643164,19.22558097
12:08:10 AM,18.15044572,19.31515468
12:08:11 AM,19.99502656,19.41016679
12:08:12 AM,19.60880038,19.51060972
12:08:13 AM,19.80237881,19.60546709
12:08:14 AM,19.41969701,19.57247393
12:08:15 AM,19.50330465,19.66078597
12:08:16 AM,19.52371166,19.73871514
12:08:17 AM,19.64411582,19.81114896
